@relation relationship 
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.996751,-1.0,0.987369,-1.0,1.0,-0.999997,1.0,-0.999998,-0.99999,1.0,-0.13022,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.989081,-0.988053,1.0,1.0,-1.0,-0.995775,-0.996947,-1.0,1.0,1.0,-1.0,-1.0,0.99428,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0505208,1.0,1.0,-1.0,-1.0,-1.0,-0.999996,1.0,-1.0,-1.0,-1.0,-0.999983,-1.0,1.0,1.0,1.0,-0.999998,1.0,-0.801574,-1.0,1.0,-0.999967,0.999924,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.990756,-1.0,1.0,-0.999832,-1.0,-1.0,-1.0,1.0,-1.0,-0.88849,1.0,-1.0,1.0,-1.0,-1.0,-0.999432,1.0,-1.0,1.0,-1.0,0.999638,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.753262,0.927967,-0.406712,-0.0971412,1.0,-1.0,1.0,0.454629,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.999996,1.0,1.0,1.0,-1.0,-1.0,1.0,0.978373,-1.0,1.0,1.0,-0.988823,0.371903,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.949894,1.0,-0.998655,-0.998605,-1.0,0.999999,-1.0,-1.0,-1.0,1.0,-1.0,-0.999994,1.0,1.0,1.0,0.999988,-1.0,1.0,0.999997,-1.0,-1.0,1.0,0.999964,1.0,-1.0,1.0,-1.0,-0.992705,1.0,-1.0,1.0,-0.994373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.767364,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.995753,-0.998836,-1.0,1.0,0.999997,-1.0,0.97133,0.999999,-0.987548,-1.0,0.999997,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.999998,-1.0,-1.0,0.976351,-1.0,-1.0,-0.999986,1.0,-1.0,1.0,-1.0,-0.999999,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.999999,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.837642,-1.0,1.0,1.0,-0.999976,-1.0,1.0,0.962811,1.0,1.0,1.0,-0.958543,-0.952175,1.0,-0.999997,-1.0,1.0,1.0,0.999119,-1.0,1.0,-1.0,-1.0,1.0,0.985019,-0.99919,-0.998976,0.999041,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.967629,0.999949,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.916241,1.0,-1.0,-1.0,-1.0,-0.893661,-1.0,1.0,1.0,1.0,-1.0,-0.383622,0.331269,-1.0,1.0,-1.0,-0.952499,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.998635,1.0,1.0,1.0,-0.405335,-1.0,-1.0,1.0,1.0,-1.0,-0.622114,-0.999371,1.0,0.999999,-1.0,0.99993,1.0,1.0,-1.0,-0.912948,-1.0,1.0,-1.0,-1.0,1.0,0.948597,1.0,1.0,1.0,1.0,-1.0,-0.616579,-1.0,-0.921032,0.999986,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.800335,-0.9976,-0.989305,1.0,-0.999997,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.999973,-0.999998,-1.0,1.0,-0.994812,-1.0,1.0,1.0,0.994062,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0552235,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.991259,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.955216,1.0,-1.0,-1.0,0.993059,-1.0,1.0,-1.0,-0.999997,1.0,-1.0,1.0,1.0,-0.0915247,1.0,0.97149,1.0,0.999983,1.0,-1.0,-0.999993,1.0,1.0,1.0,-1.0,-0.206071,0.999991,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999774,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.740211,1.0,1.0,-1.0,0.985037,-0.999998,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.994066,1.0,0.871854,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.842589,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.996541,-0.999997,-1.0,0.988437,-0.999805,1.0,-0.304055,1.0,-1.0,-0.976553,1.0,-1.0,-1.0,1.0,0.999618,1.0,-1.0,1.0,-1.0,-0.603999,1.0,1.0,-0.999989,-1.0,1.0,-1.0,1.0,1.0,0.982249,-1.0,-0.995692,1.0,-1.0,-1.0,-0.999996,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.975406,1.0,-1.0,-1.0,-1.0,-0.537102,-1.0,1.0,1.0,1.0,0.916855,1.0,1.0,-1.0,1.0,-1.0,-0.999994,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999998,1.0,1.0,1.0,-0.154946,-1.0,-1.0,-0.999973,1.0,-1.0,-0.999516,-0.997281,0.999982,1.0,-1.0,0.999807,1.0,1.0,-1.0,1.0,-1.0,0.999914,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.76971,1.0,0.999857,0.999886,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.748262,-0.998323,-0.971503,-0.999918,1.0,0.999461,1.0,-1.0,-1.0,1.0,-0.999653,-1.0,1.0,1.0,-0.999773,0.96475,-1.0,1.0,-0.761698,-1.0,1.0,1.0,0.999978,1.0,0.999836,-0.958736,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.999987,1.0,1.0,1.0,1.0,-1.0,-0.973274,1.0,-1.0,-1.0,-0.999992,1.0,-0.999441,-0.999995,1.0,-1.0,1.0,1.0,-1.0,1.0,0.999989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.530308,-0.999488,1.0,-1.0,-1.0,0.99998,-1.0,1.0,-1.0,-0.788735,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.999788,1.0,-1.0,-0.895604,0.76107,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.999987,1.0,1.0,1.0,-1.0,-0.999933,0.999999,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875641,1.0,1.0,-1.0,0.371406,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.776683,1.0,1.0,0.999949,-1.0,-1.0,-0.999992,-1.0,-1.0,0.988289,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.999948,1.0,-1.0,1.0,1.0,-1.0,-0.892671,1.0,-1.0,1.0,0.32442,1.0,-1.0,-1.0,0.999996,-1.0,-1.0,0.999995,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.944865,-1.0,1.0,-1.0,1.0,1.0,-0.998975,-1.0,1.0,-0.50886,-1.0,-1.0,-0.999975,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.831095,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.532776,1.0,0.999982,-1.0,1.0,-1.0,0.999999,-1.0,1.0,-1.0,-1.0,-1.0,0.999999,-1.0,1.0,0.768125,1.0,-1.0,-1.0,-1.0,0.999963,1.0,-1.0,-0.986343,-1.0,-0.997856,-0.0188931,-1.0,1.0,1.0,1.0,-1.0,0.99993,-1.0,1.0,-1.0,-1.0,1.0,-0.998006,1.0,0.999999,1.0,1.0,-1.0,-1.0,-0.285202,0.372465,0.999992,0.999596,1.0,-1.0,1.0,0.999999,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.971328,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.999939,0.99941,-1.0,-1.0,1.0,0.999907,-1.0,1.0,1.0,1.0,1.0,-0.989795,-1.0,-1.0,0.980244,-1.0,-0.999998,0.237637,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.958905,1.0,-1.0,-1.0,0.999985,0.985051,-1.0,-1.0,0.999751,-1.0,1.0,1.0,0.827718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.476671,1.0,1.0,-1.0,-1.0,0.996058,-1.0,1.0,-1.0,-1.0,1.0,0.999981,1.0,1.0,-0.998223,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999992,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.999995,1.0,1.0,-1.0,0.999997,-0.969043,-1.0,-1.0,0.9977,-1.0,1.0,-1.0,0.996706,1.0,1.0,0.997346,-0.367351,-1.0,-1.0,-1.0,-1.0,0.999955,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.999993,-0.949173,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.999914,-1.0,1.0,1.0,1.0,-1.0,1.0,0.83284,-1.0,0.999996,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.259513,-1.0,1.0,0.327803,-1.0,-1.0,0.999942,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999979,1.0,-1.0,-1.0,-1.0,0.999989,-1.0,1.0,1.0,1.0,-1.0,0.996502,-0.771978,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999986,0.999996,0.0241664,1.0,0.999996,-0.999995,-1.0,0.191199,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.999992,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.98999,1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.764989,1.0,1.0,-1.0,1.0,1.0,-1.0,0.999975,1.0,1.0,1.0,-1.0,0.999402,0.98008,1.0,-0.998382,1.0,-1.0,-1.0,1.0,-0.999994,-0.987449,1.0,0.921372,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.999887,1.0,0.999948,-1.0,-1.0,-0.182298,-1.0,-0.999995,-1.0,1.0,-1.0,-0.999968,1.0,1.0,1.0,1.0,-1.0,-0.514446,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.73726,0.990384,-1.0,1.0,1.0,-1.0,1.0,0.999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999981,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.440516,1.0,-0.999987,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999962,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999938,0.999999,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.95714,1.0,-0.817076,-1.0,-0.969655,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.997674,-0.990498,-1.0,0.664681,-1.0,-1.0,-1.0,-0.999938,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.999991,-1.0,1.0,0.961387,1.0,0.999736,1.0,-1.0,-0.992826,1.0,-0.999979,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.599938,-1.0,1.0,-1.0,1.0,1.0,0.980436,-1.0,0.0145525,1.0,-1.0,-1.0,0.763271,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.988237,1.0,-1.0,-1.0,-1.0,0.990397,-1.0,1.0,1.0,1.0,1.0,1.0,-0.999969,-1.0,1.0,-1.0,0.997716,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999673,1.0,-0.99721,1.0,0.999979,-1.0,-1.0,0.170085,1.0,-1.0,-0.999639,0.985378,-0.999638,1.0,-1.0,1.0,0.952565,1.0,-1.0,0.119909,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.999221,1.0,1.0,-1.0,-1.0,0.818638,0.997978,0.995565,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.999997,-0.979292,-1.0,-0.173819,1.0,0.929689,1.0,-1.0,-1.0,1.0,-0.992721,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.999998,1.0,0.999434,-1.0,-1.0,-0.984903,-1.0,-1.0,-1.0,1.0,-1.0,0.999163,1.0,1.0,1.0,1.0,-1.0,-0.975583,1.0,-1.0,-1.0,0.904158,0.999998,-1.0,-0.202755,1.0,-1.0,0.999999,1.0,-1.0,1.0,1.0,0.936452,1.0,1.0,1.0,1.0,1.0,1.0,0.99844,0.154382,1.0,-1.0,-1.0,-0.999999,-1.0,1.0,-1.0,-0.98762,1.0,-1.0,1.0,1.0,0.274697,1.0,-0.999999,1.0,-0.999807,1.0,-1.0,0.577446,0.999681,1.0,1.0,-1.0,-1.0,0.999999,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999717,-0.996632,-1.0,1.0,-1.0,-1.0,-1.0,-0.999749,-1.0,-1.0,-1.0,-1.0,-1.0,-0.696539,1.0,0.627269,-1.0,0.999999,-0.999931,-1.0,-1.0,0.999983,-1.0,0.999984,-1.0,0.999631,1.0,0.938114,0.999796,-1.0,-1.0,-1.0,-1.0,-1.0,-0.680842,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999,-1.0,1.0,0.995083,-1.0,-1.0,0.89797,-1.0,1.0,0.999999,1.0,-0.999968,-0.999824,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.992723,-1.0,-0.996183,0.981185,-1.0,0.671101,1.0,-1.0,-1.0,0.999998,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999473,1.0,-1.0,-1.0,-1.0,-0.999981,-1.0,1.0,1.0,1.0,-1.0,0.584717,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.218509,1.0,0.971234,1.0,-0.984761,-1.0,-1.0,0.993285,1.0,-1.0,-1.0,-1.0,0.989833,0.981339,-1.0,-0.999996,1.0,1.0,-1.0,1.0,-1.0,0.999996,-1.0,-1.0,1.0,-0.999998,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.616623,-0.673759,1.0,-0.999987,1.0,-1.0,1.0,0.993856,-0.999768,1.0,1.0,1.0,-1.0,0.950323,1.0,-1.0,1.0,0.999633,1.0,-1.0,-1.0,1.0,0.610923,-1.0,1.0,1.0,0.986328,0.999836,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.980482,-0.996237,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.544376,-1.0,-1.0,0.766001,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0910152,1.0,0.997841,1.0,0.965544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99994,0.728909,1.0,-1.0,-1.0,0.999999,-1.0,1.0,-1.0,0.999597,1.0,-1.0,1.0,1.0,-0.999996,1.0,-1.0,1.0,1.0,1.0,0.998181,-0.999995,-0.999884,1.0,1.0,-1.0,-0.999361,1.0,-1.0,-1.0,0.999982,1.0,1.0,1.0,-1.0,0.994985,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.99852,1.0,1.0,-1.0,-1.0,-0.999998,-1.0,-0.999965,0.999875,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999999,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.999998,1.0,1.0,-1.0,1.0,1.0,-0.999957,-1.0,1.0,-0.99974,1.0,-0.988002,1.0,-0.431772,-0.208421,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.33093,-1.0,0.999995,1.0,-1.0,0.513311,0.999356,-1.0,1.0,1.0,-0.998501,-1.0,0.999997,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.999989,1.0,1.0,-1.0,-1.0,-1.0,0.299578,1.0,-1.0,-1.0,-1.0,-0.999737,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.998803,-1.0,1.0,-1.0,-0.991619,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.989015,1.0,-1.0,1.0,0.999924,-1.0,-1.0,0.276092,1.0,-1.0,-0.999999,1.0,-0.999937,1.0,-1.0,0.533128,0.456934,1.0,-1.0,0.33097,-1.0,0.999999,-1.0,-1.0,-0.999349,-1.0,1.0,0.795466,1.0,1.0,-1.0,-1.0,0.685677,-1.0,0.999993,1.0,1.0,-1.0,1.0,-0.899163,-0.99993,1.0,1.0,1.0,0.999963,1.0,1.0,-0.872513,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.999997,-0.994963,-1.0,1.0,-0.986436,-1.0,1.0,1.0,0.899521,1.0,-1.0,-1.0,-1.0,-0.99887,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.999959,-1.0,0.832675,1.0,-1.0,-1.0,0.999995,0.101158,-1.0,-1.0,1.0,-1.0,0.99989,1.0,-1.0,1.0,0.960491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999914,0.948436,1.0,-1.0,-1.0,-0.672425,-1.0,1.0,-1.0,0.999571,1.0,-1.0,1.0,1.0,0.999849,1.0,0.999991,1.0,1.0,1.0,0.999996,0.999998,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.99998,1.0,1.0,1.0,-1.0,0.932777,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999621,1.0,0.931689,-1.0,0.999998,0.999998,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.999982,0.999998,0.996855,0.999804,-1.0,-1.0,-1.0,-1.0,-1.0,0.999974,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53986,-1.0,1.0,-0.999805,0.923567,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.705277,0.999998,-1.0,-1.0,0.999999,1.0,1.0,-1.0,1.0,-0.996299,-0.999976,1.0,1.0,-0.999996,-0.999878,1.0,-1.0,1.0,1.0,-0.992368,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.999991,-1.0,-0.9974,-1.0,1.0,-0.999995,1.0,1.0,-1.0,-1.0,-0.999992,-1.0,1.0,-1.0,-1.0,-0.999999,0.999997,-1.0,1.0,1.0,1.0,-1.0,0.999966,0.996564,-1.0,1.0,-1.0,0.939546,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.931437,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.821366,-1.0,1.0,1.0,1.0,-1.0,0.97361,-1.0,1.0,-1.0,-1.0,1.0,-0.999934,1.0,0.999997,1.0,0.943357,-1.0,-1.0,0.997467,-0.991274,-0.449173,0.975341,1.0,-1.0,1.0,-1.0,-0.998151,1.0,1.0,1.0,1.0,-0.508961,-1.0,-1.0,1.0,-0.977899,1.0,-1.0,-1.0,1.0,-0.999992,-1.0,1.0,0.999596,0.564617,-0.276744,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.999999,1.0,1.0,1.0,1.0,-1.0,-1.0,0.970688,-1.0,-1.0,0.983049,1.0,0.99748,-1.0,1.0,0.998713,-0.892616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999997,1.0,1.0,-1.0,-1.0,0.988552,-1.0,1.0,-1.0,0.999227,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.943204,1.0,-0.998415,-1.0,-0.716795,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.99434,1.0,1.0,1.0,-1.0,-0.999995,-0.990072,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.893807,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.954651,1.0,1.0,-1.0,-0.98719,-1.0,-0.98873,-1.0,-1.0,1.0,1,0,0,0,0,0
-0.0527966,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.998222,1.0,-1.0,1.0,-1.0,1.0,0.999994,1.0,-1.0,-0.997158,1.0,0.999974,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.997346,0.999486,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.99998,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.999998,-1.0,1.0,-1.0,1.0,0.589051,1.0,1.0,-1.0,-1.0,-1.0,-0.806608,1.0,-1.0,-1.0,-1.0,0.598423,-0.999921,1.0,1.0,1.0,-0.997351,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999996,1.0,-1.0,1.0,-0.703191,-1.0,-0.999994,0.972404,1.0,-1.0,-0.0825704,1.0,-1.0,1.0,-1.0,0.999968,1.0,1.0,-1.0,0.944898,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.999453,0.960068,0.999999,-0.392175,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.99929,-0.999919,-1.0,0.995138,1.0,1.0,0.998569,-1.0,0.999999,-0.999999,1.0,0.711156,1.0,-1.0,-1.0,1.0,-0.999797,-0.999974,1.0,0.999998,-1.0,-0.999997,-1.0,1.0,-0.999995,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999999,-1.0,-1.0,-1.0,-0.540585,-1.0,0.898291,1.0,1.0,1.0,1.0,-1.0,-1.0,0.306041,-1.0,-1.0,1.0,1.0,-0.652467,0.999998,1.0,-0.66315,1.0,1.0,-1.0,1.0,1.0,0.989266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.999938,1.0,0.954168,1.0,0.748651,1.0,-1.0,-0.995042,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.999989,1.0,1.0,-1.0,-0.999616,-0.402181,-1.0,1.0,-1.0,-1.0,-1.0,-0.996728,-1.0,-1.0,-1.0,-1.0,-1.0,-0.632304,0.944035,0.945868,-1.0,-0.999988,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.999782,-0.999999,-0.999869,-0.757356,-1.0,-1.0,-0.999999,-1.0,-1.0,0.999098,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.635157,1.0,-1.0,0.999993,0.998805,1.0,0.97284,1.0,-0.993021,-0.258316,0.625588,-0.999991,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.999917,-1.0,0.999979,1.0,-1.0,-1.0,1.0,0.999997,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.0160897,1.0,-1.0,-1.0,-1.0,0.533519,-1.0,1.0,1.0,1.0,-1.0,1.0,0.951591,-1.0,1.0,-1.0,0.999989,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0537139,-1.0,1.0,-0.999992,-1.0,-1.0,1.0,1.0,-1.0,-0.999692,0.999989,-1.0,1.0,-1.0,0.861748,0.999955,1.0,-1.0,0.99996,-1.0,1.0,-1.0,-1.0,1.0,-0.999995,1.0,1.0,1.0,0.999999,-1.0,-1.0,-1.0,-1.0,0.99937,-0.989722,1.0,-1.0,1.0,-0.979325,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999999,-0.999278,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.999795,0.999892,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.943317,-1.0,0.533035,-1.0,-1.0,0.933166,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.999996,1.0,0.261213,-0.999998,1.0,0.983084,1.0,1.0,-1.0,1.0,0.999991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.927577,1.0,1.0,-1.0,-1.0,0.999999,-1.0,1.0,-1.0,0.999998,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.229349,1.0,1.0,1.0,-1.0,-1.0,0.999574,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.981654,1.0,1.0,1.0,-1.0,-1.0,0.610822,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.489145,0.951352,1.0,-1.0,0.963918,-0.997358,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.999996,1.0,1.0,-0.999989,-0.260961,-1.0,-0.481275,-1.0,-1.0,0.953178,1,0,0,0,0,0
